,Fecha,Tipo Generacion,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
34,2006,HIDRAULICA,1389186888.31,1334672241.46,1305266695.9,1304356040.27,1376036988.59,1547792300.86,1616366210.6,1687603361.45,1810206866.94,1883121060.19,1945588255.19,1987155407.14,1915385333.95,1865032008.86,1856725121.36,1848244500.97,1844081329.97,1892813928.22,2245714847.79,2340323045.32,2226541888.61,2041942976.4,1767820819.51,1525913647.93,42557.89176579
35,2006,TERMICA,367888939.96,353215889.71,346464405.39,344484882.94,347861953.52,357120086.41,363577326.79,372421597.15,384022149.46,391255678.26,397516406.88,402436080.71,398204806.18,395855612.3,400670547.35,403640357.82,407963964.01,432558875.04,488169483.07,506165510.34,487104239.34,456172536.23,425643092.67,394698753.53,9625.11317506
36,2007,COGENERADOR,3171014.89,3206112.56,3184031.83,3217900.64,3067356.53,2955490.92,2906547.91,3186409.82,3280842.47,3166984.74,3070391.75,2991792.76,2978010.74,2960878.3,2807012.12,2887092.96,2889707.3,2881630.31,2697634.94,2895889.48,3077764.54,3081441.45,2967803.46,3072173.25,72.60191567
37,2007,EOLICA,1204889.65,1085172.56,1003433.2,972454.17,914226.65,905747.27,969682.37,1269171.63,1507631.5,1678232.83,1955537.3,2476885.72,3104430.34,3526195.96,3853791.95,4023964.2,3954509.94,3650686.39,3072380.41,2392670.63,1916201.52,1662138.51,1474345.5,1316594.72,49.89097492
38,2007,HIDRAULICA,1442236468.92,1388557223.78,1356451864.07,1353341165.2,1420126115.41,1583573576.1,1649625935.21,1735346048.79,1871551747.22,1950612276.94,2019018325.28,2068690189.72,1998830265.48,1950871558.6,1950540564.31,1941911500.72,1930398081.78,1977185677.96,2330312331.66,2443018587.74,2332664685.11,2136984117.9,1835799668.44,1574449618.19,44242.09759453
39,2007,TERMICA,354552572.9,336682581.5,331452397.49,330187061.53,338566281.17,355857091.8,362731460.18,369668491.32,379309480.36,384175621.35,387077094.75,390073762.86,387487408.15,387637963.43,390446111.93,392547798.75,397676885.33,418952946.94,460361878.68,468679272.88,443136288.69,417214125.07,398299137.81,378758855.08,9261.53256995
40,2008,COGENERADOR,2186190.14,2244027.11,2279110.63,2270447.83,2239517.37,2194159.04,2177185.95,2343403.46,2356664.56,2289253.13,2178232.68,2134619.21,2136160.88,2067545.54,2005292.61,1999102.44,2082999.0,2108481.33,1942302.55,1944307.74,2132186.14,2242826.55,2147935.61,2188791.06,51.89074256
41,2008,EOLICA,1590981.14,1478045.4,1356281.13,1318252.1,1212010.5,1167976.75,1155047.96,1371629.33,1600445.3,1777257.86,2018212.44,2549284.59,3073018.05,3504772.33,3841531.13,3998865.9,3903819.18,3525542.93,2955885.5,2558841.85,2283047.94,2055227.8,1882176.86,1740012.74,53.91816671
42,2008,HIDRAULICA,1519951521.16,1455743406.95,1420520248.42,1417401214.53,1488372509.7,1661777837.52,1729188558.63,1819811984.8,1956321602.65,2037033145.91,2107104449.94,2150526194.63,2092680712.64,2050942476.02,2045636113.0,2038154117.98,2027116940.22,2068125423.53,2411627839.19,2516494710.36,2402548866.17,2198151191.53,1898701264.79,1646950479.0,46160.88280927
43,2008,TERMICA,294602349.49,285425002.62,280505196.34,278255116.27,281267270.42,290783725.4,296168975.91,308632815.1,324919339.22,333990389.29,346053929.7,355899486.84,347958787.01,343640304.38,349620905.95,352352726.77,355194796.39,379261154.5,435615804.65,445983574.0,413989940.58,373754773.97,340016921.47,314412951.28,8128.30623755
